,Made Donation in March 2007
659,0.43091970123316775
276,0.16470610523669024
263,0.20079841643852459
303,0.23487495829944152
83,0.48272985693908843
500,0.5446646858438917
530,0.21920874924115058
244,0.11180317688055325
249,0.08383150124522981
728,0.11644478924171091
129,0.12364463147973387
534,0.14113429899391794
317,0.3469179943136379
401,0.20079841643852459
696,0.28774866094965956
192,0.1401086213088338
176,0.17074452949902136
571,0.38412699458189725
139,0.14652829736271364
423,0.3195355289586199
563,0.4822008609202376
56,0.3992183639876963
528,0.3934637677926981
101,0.20079841643852459
467,0.2943976769101642
382,0.3714427097911505
466,0.2696369317622949
294,0.11180317688055325
512,0.2200302637459932
659,0.43091970123316775
389,0.39982168093580694
487,0.1267873759091519
701,0.21458854177112816
419,0.3389051289836575
536,0.20206636877917958
240,0.17805518994344557
508,0.2568463372368743
515,0.11180317688055325
283,0.3992183639876963
650,0.20079841643852459
65,0.26727917046150873
228,0.161819803865678
741,0.13170152175543318
297,0.4320332785423655
464,0.10815515538548136
63,0.21458854177112816
231,0.289784435482669
28,0.10815515538548136
248,0.11180317688055325
357,0.1471351671870778
300,0.39752131463544066
726,0.4457135441606885
680,0.12812083303064623
520,0.3992183639876963
254,0.09231904573293413
582,0.16897115497738366
143,0.38824401853172646
98,0.38306441402584324
1,0.34938269402702593
221,0.4068381940697477
352,0.20079841643852459
64,0.11324656880688941
138,0.1978797153300269
745,0.39752131463544066
64,0.11324656880688941
688,0.09904823369222919
623,0.14377193374411953
289,0.15814743625938005
174,0.3486808207573225
690,0.20079841643852459
105,0.15398561719287288
427,0.11556878917191192
48,0.09115833937034651
14,0.20079841643852459
657,0.0986202458113323
301,0.14113429899391794
455,0.10815515538548136
579,0.37041019170283723
722,0.11508732920815502
98,0.38306441402584324
491,0.09115833937034651
303,0.23487495829944152
466,0.2696369317622949
65,0.26727917046150873
300,0.39752131463544066
9,0.10431053196885606
622,0.1401086213088338
323,0.10103081599044178
289,0.15814743625938005
568,0.35138186794509885
290,0.20079841643852459
156,0.19216892616124057
464,0.10815515538548136
426,0.10900386428844099
306,0.18089031775080602
4,0.23487495829944152
12,0.361340799312065
187,0.17792067061766162
406,0.13178497438184122
96,0.21920874924115058
509,0.21458854177112816
733,0.13956354665786674
548,0.10338871742047245
478,0.2283974652727667
501,0.12374184557848622
127,0.36305724380859544
199,0.17425812499430302
299,0.4737456350666763
162,0.20079841643852459
235,0.11256743562354382
23,0.13086454123226915
473,0.20079841643852459
487,0.1267873759091519
683,0.43894874527767896
303,0.23487495829944152
309,0.09683510785105487
569,0.09163979933410342
34,0.4174340855172054
686,0.501579263207465
84,0.2566355438346857
733,0.13956354665786674
537,0.4484796858225571
181,0.14111946208113946
453,0.4390097681244059
67,0.43091970123316775
161,0.4068381940697477
307,0.39085941861525236
703,0.14126932767142145
181,0.14111946208113946
246,0.1172207191414534
316,0.38732025691109584
278,0.1401086213088338
346,0.14331726138586404
545,0.20079841643852459
419,0.3389051289836575
694,0.21920874924115058
622,0.1401086213088338
663,0.11970466205919825
262,0.49294271245348675
461,0.41835217792840274
373,0.45307078640165166
233,0.20079841643852459
466,0.2696369317622949
207,0.38824401853172646
263,0.20079841643852459
16,0.09163979933410342
513,0.09941524302503424
449,0.36155159271425363
429,0.09092769853732996
701,0.21458854177112816
632,0.10054935602668486
529,0.4805587384593629
245,0.21118216847333918
344,0.161819803865678
353,0.11291465425365717
241,0.29775113388006763
633,0.10358632202754087
624,0.21458854177112816
726,0.4457135441606885
189,0.1401086213088338
138,0.1978797153300269
402,0.11180317688055325
511,0.3975480428428198
590,0.26857560182867674
334,0.25907767209701105
447,0.10153871227917512
119,0.2696369317622949
389,0.39982168093580694
644,0.20079841643852459
423,0.3195355289586199
131,0.09163979933410342
405,0.09115833937034651
82,0.20079841643852459
643,0.47276529169777176
156,0.19216892616124057
617,0.10338871742047245
574,0.31066760102801605
272,0.3913537765283865
613,0.10558626198376815
545,0.20079841643852459
685,0.11180317688055325
570,0.15398561719287288
537,0.4484796858225571
691,0.10358632202754087
85,0.409138560370114
483,0.1172207191414534
455,0.10815515538548136
93,0.1401086213088338
744,0.21458854177112816
33,0.1172207191414534
321,0.45547307010828325
523,0.19742277631336133
426,0.10900386428844099
196,0.10413643281233258
301,0.14113429899391794
103,0.10358632202754087
224,0.10103081599044178
454,0.16656413392868452
585,0.09231904573293413
154,0.37041019170283723
